date,cyear,fiscal_year,month,region,quantity,agency,administration,title42_flag,mpp_flag
2009-05-01,2009,2009,5,Southwest Land Border,50880,USBP,,,
2009-06-01,2009,2009,6,Coastal Border,660,USBP,,,
2009-06-01,2009,2009,6,Northern Land Border,550,USBP,,,
2009-06-01,2009,2009,6,Southwest Land Border,46040,USBP,,,
2009-07-01,2009,2009,7,Coastal Border,670,USBP,,,
2009-07-01,2009,2009,7,Northern Land Border,590,USBP,,,
2009-07-01,2009,2009,7,Southwest Land Border,43840,USBP,,,
2009-08-01,2009,2009,8,Coastal Border,690,USBP,,,
2009-08-01,2009,2009,8,Northern Land Border,640,USBP,,,
2009-08-01,2009,2009,8,Southwest Land Border,43520,USBP,,,
2009-09-01,2009,2009,9,Coastal Border,700,USBP,,,
2009-09-01,2009,2009,9,Northern Land Border,590,USBP,,,
2009-09-01,2009,2009,9,Southwest Land Border,35350,USBP,,,
2009-10-01,2009,2010,10,Coastal Border,750,USBP,,,
2009-10-01,2009,2010,10,Northern Land Border,650,USBP,,,
2009-10-01,2009,2010,10,Southwest Land Border,40890,USBP,,,
2009-11-01,2009,2010,11,Coastal Border,680,USBP,,,
2009-11-01,2009,2010,11,Northern Land Border,630,USBP,,,
2009-11-01,2009,2010,11,Southwest Land Border,32820,USBP,,,
2009-12-01,2009,2010,12,Coastal Border,600,USBP,,,
2009-12-01,2009,2010,12,Northern Land Border,550,USBP,,,
2009-12-01,2009,2010,12,Southwest Land Border,25030,USBP,,,
2010-01-01,2010,2010,1,Coastal Border,580,USBP,,,
2010-01-01,2010,2010,1,Northern Land Border,470,USBP,,,
2010-01-01,2010,2010,1,Southwest Land Border,34780,USBP,,,
2010-02-01,2010,2010,2,Coastal Border,660,USBP,,,
2010-02-01,2010,2010,2,Northern Land Border,600,USBP,,,
2010-02-01,2010,2010,2,Southwest Land Border,42790,USBP,,,
2010-03-01,2010,2010,3,Coastal Border,750,USBP,,,
2010-03-01,2010,2010,3,Northern Land Border,700,USBP,,,
2010-03-01,2010,2010,3,Southwest Land Border,61360,USBP,,,
2010-04-01,2010,2010,4,Coastal Border,810,USBP,,,
2010-04-01,2010,2010,4,Northern Land Border,570,USBP,,,
2010-04-01,2010,2010,4,Southwest Land Border,55240,USBP,,,
2010-05-01,2010,2010,5,Coastal Border,690,USBP,,,
2010-05-01,2010,2010,5,Northern Land Border,670,USBP,,,
2010-05-01,2010,2010,5,Southwest Land Border,47050,USBP,,,
2010-06-01,2010,2010,6,Coastal Border,690,USBP,,,
2010-06-01,2010,2010,6,Northern Land Border,580,USBP,,,
2010-06-01,2010,2010,6,Southwest Land Border,32960,USBP,,,
2010-07-01,2010,2010,7,Coastal Border,580,USBP,,,
2010-07-01,2010,2010,7,Northern Land Border,650,USBP,,,
2010-07-01,2010,2010,7,Southwest Land Border,25610,USBP,,,
2010-08-01,2010,2010,8,Coastal Border,770,USBP,,,
2010-08-01,2010,2010,8,Northern Land Border,760,USBP,,,
2010-08-01,2010,2010,8,Southwest Land Border,26420,USBP,,,
2010-09-01,2010,2010,9,Coastal Border,670,USBP,,,
2010-09-01,2010,2010,9,Northern Land Border,610,USBP,,,
2010-09-01,2010,2010,9,Southwest Land Border,22800,USBP,,,
2010-10-01,2010,2011,10,Coastal Border,690,USBP,,,
2010-10-01,2010,2011,10,Northern Land Border,680,USBP,,,
2010-10-01,2010,2011,10,Southwest Land Border,26170,USBP,,,
2010-11-01,2010,2011,11,Coastal Border,610,USBP,,,
2010-11-01,2010,2011,11,Northern Land Border,540,USBP,,,
2010-11-01,2010,2011,11,Southwest Land Border,22410,USBP,,,
2010-12-01,2010,2011,12,Coastal Border,530,USBP,,,
2010-12-01,2010,2011,12,Northern Land Border,390,USBP,,,
2010-12-01,2010,2011,12,Southwest Land Border,19430,USBP,,,
2011-01-01,2011,2011,1,Coastal Border,650,USBP,,,
2011-01-01,2011,2011,1,Northern Land Border,470,USBP,,,
2011-01-01,2011,2011,1,Southwest Land Border,23930,USBP,,,
2011-02-01,2011,2011,2,Coastal Border,540,USBP,,,
2011-02-01,2011,2011,2,Northern Land Border,450,USBP,,,
2011-02-01,2011,2011,2,Southwest Land Border,28790,USBP,,,
2011-03-01,2011,2011,3,Coastal Border,630,USBP,,,
2011-03-01,2011,2011,3,Northern Land Border,610,USBP,,,
2011-03-01,2011,2011,3,Southwest Land Border,42010,USBP,,,
2011-04-01,2011,2011,4,Coastal Border,480,USBP,,,
2011-04-01,2011,2011,4,Northern Land Border,450,USBP,,,
2011-04-01,2011,2011,4,Southwest Land Border,36250,USBP,,,
2011-05-01,2011,2011,5,Coastal Border,530,USBP,,,
2011-05-01,2011,2011,5,Northern Land Border,440,USBP,,,
2011-05-01,2011,2011,5,Southwest Land Border,31240,USBP,,,
2011-06-01,2011,2011,6,Coastal Border,460,USBP,,,
2011-06-01,2011,2011,6,Northern Land Border,470,USBP,,,
2011-06-01,2011,2011,6,Southwest Land Border,27170,USBP,,,
2011-07-01,2011,2011,7,Coastal Border,480,USBP,,,
2011-07-01,2011,2011,7,Northern Land Border,510,USBP,,,
2011-07-01,2011,2011,7,Southwest Land Border,23170,USBP,,,
2011-08-01,2011,2011,8,Coastal Border,490,USBP,,,
2011-08-01,2011,2011,8,Northern Land Border,610,USBP,,,
2011-08-01,2011,2011,8,Southwest Land Border,24170,USBP,,,
2011-09-01,2011,2011,9,Coastal Border,460,USBP,,,
2011-09-01,2011,2011,9,Northern Land Border,510,USBP,,,
2011-09-01,2011,2011,9,Southwest Land Border,22860,USBP,,,
2011-10-01,2011,2012,10,Coastal Border,340,USBP,,,
2011-10-01,2011,2012,10,Northern Land Border,450,USBP,,,
2011-10-01,2011,2012,10,Southwest Land Border,25610,USBP,,,
2011-11-01,2011,2012,11,Coastal Border,440,USBP,,,
2011-11-01,2011,2012,11,Northern Land Border,370,USBP,,,
2011-11-01,2011,2012,11,Southwest Land Border,23370,USBP,,,
2011-12-01,2011,2012,12,Coastal Border,280,USBP,,,
2011-12-01,2011,2012,12,Northern Land Border,260,USBP,,,
2011-12-01,2011,2012,12,Southwest Land Border,18980,USBP,,,
2012-01-01,2012,2012,1,Coastal Border,340,USBP,,,
2012-01-01,2012,2012,1,Northern Land Border,270,USBP,,,
2012-01-01,2012,2012,1,Southwest Land Border,25710,USBP,,,
2012-02-01,2012,2012,2,Coastal Border,270,USBP,,,
2012-02-01,2012,2012,2,Northern Land Border,300,USBP,,,
2012-02-01,2012,2012,2,Southwest Land Border,31580,USBP,,,
2012-03-01,2012,2012,3,Coastal Border,250,USBP,,,
2012-03-01,2012,2012,3,Northern Land Border,360,USBP,,,
2012-03-01,2012,2012,3,Southwest Land Border,42220,USBP,,,
2012-04-01,2012,2012,4,Coastal Border,220,USBP,,,
2012-04-01,2012,2012,4,Northern Land Border,370,USBP,,,
2012-04-01,2012,2012,4,Southwest Land Border,40630,USBP,,,
2012-05-01,2012,2012,5,Coastal Border,320,USBP,,,
2012-05-01,2012,2012,5,Northern Land Border,310,USBP,,,
2012-05-01,2012,2012,5,Southwest Land Border,36970,USBP,,,
2012-06-01,2012,2012,6,Coastal Border,280,USBP,,,
2012-06-01,2012,2012,6,Northern Land Border,360,USBP,,,
2012-06-01,2012,2012,6,Southwest Land Border,30670,USBP,,,
2012-07-01,2012,2012,7,Coastal Border,300,USBP,,,
2012-07-01,2012,2012,7,Northern Land Border,440,USBP,,,
2012-07-01,2012,2012,7,Southwest Land Border,26980,USBP,,,
2012-08-01,2012,2012,8,Coastal Border,260,USBP,,,
2012-08-01,2012,2012,8,Northern Land Border,350,USBP,,,
2012-08-01,2012,2012,8,Southwest Land Border,27570,USBP,,,
2012-09-01,2012,2012,9,Coastal Border,380,USBP,,,
2012-09-01,2012,2012,9,Northern Land Border,380,USBP,,,
2012-09-01,2012,2012,9,Southwest Land Border,26590,USBP,,,
2012-10-01,2012,2013,10,Coastal Border,320,USBP,,,
2012-10-01,2012,2013,10,Northern Land Border,330,USBP,,,
2012-10-01,2012,2013,10,Southwest Land Border,28930,USBP,,,
2012-11-01,2012,2013,11,Coastal Border,260,USBP,,,
2012-11-01,2012,2013,11,Northern Land Border,230,USBP,,,
2012-11-01,2012,2013,11,Southwest Land Border,27640,USBP,,,
2012-12-01,2012,2013,12,Coastal Border,220,USBP,,,
2012-12-01,2012,2013,12,Northern Land Border,220,USBP,,,
2012-12-01,2012,2013,12,Southwest Land Border,23240,USBP,,,
2013-01-01,2013,2013,1,Coastal Border,210,USBP,,,
2013-01-01,2013,2013,1,Northern Land Border,190,USBP,,,
2013-01-01,2013,2013,1,Southwest Land Border,26920,USBP,,,
2013-02-01,2013,2013,2,Coastal Border,250,USBP,,,
2013-02-01,2013,2013,2,Northern Land Border,220,USBP,,,
2013-02-01,2013,2013,2,Southwest Land Border,35040,USBP,,,
2013-03-01,2013,2013,3,Coastal Border,310,USBP,,,
2013-03-01,2013,2013,3,Northern Land Border,230,USBP,,,
2013-03-01,2013,2013,3,Southwest Land Border,47290,USBP,,,
2013-04-01,2013,2013,4,Coastal Border,210,USBP,,,
2013-04-01,2013,2013,4,Northern Land Border,270,USBP,,,
2013-04-01,2013,2013,4,Southwest Land Border,48210,USBP,,,
2013-05-01,2013,2013,5,Coastal Border,150,USBP,,,
2013-05-01,2013,2013,5,Northern Land Border,250,USBP,,,
2013-05-01,2013,2013,5,Southwest Land Border,43860,USBP,,,
2013-06-01,2013,2013,6,Coastal Border,230,USBP,,,
2013-06-01,2013,2013,6,Northern Land Border,290,USBP,,,
2013-06-01,2013,2013,6,Southwest Land Border,34440,USBP,,,
2013-07-01,2013,2013,7,Coastal Border,290,USBP,,,
2013-07-01,2013,2013,7,Northern Land Border,370,USBP,,,
2013-07-01,2013,2013,7,Southwest Land Border,33230,USBP,,,
2013-08-01,2013,2013,8,Coastal Border,380,USBP,,,
2013-08-01,2013,2013,8,Northern Land Border,300,USBP,,,
2013-08-01,2013,2013,8,Southwest Land Border,33800,USBP,,,
2013-09-01,2013,2013,9,Coastal Border,340,USBP,,,
2013-09-01,2013,2013,9,Northern Land Border,340,USBP,,,
2013-09-01,2013,2013,9,Southwest Land Border,31800,USBP,,,
2013-10-01,2013,2014,10,Coastal Border,320,USBP,,,
2013-10-01,2013,2014,10,Northern Land Border,280,USBP,,,
2013-10-01,2013,2014,10,Southwest Land Border,35310,USBP,,,
2013-11-01,2013,2014,11,Coastal Border,310,USBP,,,
2013-11-01,2013,2014,11,Northern Land Border,220,USBP,,,
2013-11-01,2013,2014,11,Southwest Land Border,31900,USBP,,,
2013-12-01,2013,2014,12,Coastal Border,230,USBP,,,
2013-12-01,2013,2014,12,Northern Land Border,220,USBP,,,
2013-12-01,2013,2014,12,Southwest Land Border,29530,USBP,,,
2014-01-01,2014,2014,1,Coastal Border,360,USBP,,,
2014-01-01,2014,2014,1,Northern Land Border,200,USBP,,,
2014-01-01,2014,2014,1,Southwest Land Border,28670,USBP,,,
2014-02-01,2014,2014,2,Coastal Border,310,USBP,,,
2014-02-01,2014,2014,2,Northern Land Border,220,USBP,,,
2014-02-01,2014,2014,2,Southwest Land Border,36400,USBP,,,
2014-03-01,2014,2014,3,Coastal Border,300,USBP,,,
2014-03-01,2014,2014,3,Northern Land Border,280,USBP,,,
2014-03-01,2014,2014,3,Southwest Land Border,49600,USBP,,,
2014-04-01,2014,2014,4,Coastal Border,300,USBP,,,
2014-04-01,2014,2014,4,Northern Land Border,260,USBP,,,
2014-04-01,2014,2014,4,Southwest Land Border,51500,USBP,,,
2014-05-01,2014,2014,5,Coastal Border,370,USBP,,,
2014-05-01,2014,2014,5,Northern Land Border,300,USBP,,,
2014-05-01,2014,2014,5,Southwest Land Border,60680,USBP,,,
2014-06-01,2014,2014,6,Coastal Border,430,USBP,,,
2014-06-01,2014,2014,6,Northern Land Border,320,USBP,,,
2014-06-01,2014,2014,6,Southwest Land Border,57860,USBP,,,
2014-07-01,2014,2014,7,Coastal Border,290,USBP,,,
2014-07-01,2014,2014,7,Northern Land Border,350,USBP,,,
2014-07-01,2014,2014,7,Southwest Land Border,40710,USBP,,,
2014-08-01,2014,2014,8,Coastal Border,360,USBP,,,
2014-08-01,2014,2014,8,Northern Land Border,350,USBP,,,
2014-08-01,2014,2014,8,Southwest Land Border,31390,USBP,,,
2014-09-01,2014,2014,9,Coastal Border,350,USBP,,,
2014-09-01,2014,2014,9,Northern Land Border,340,USBP,,,
2014-09-01,2014,2014,9,Southwest Land Border,25830,USBP,,,
2014-10-01,2014,2015,10,Coastal Border,260,USBP,,,
2014-10-01,2014,2015,10,Northern Land Border,280,USBP,,,
2014-10-01,2014,2015,10,Southwest Land Border,26450,USBP,,,
2014-11-01,2014,2015,11,Coastal Border,220,USBP,,,
2014-11-01,2014,2015,11,Northern Land Border,270,USBP,,,
2014-11-01,2014,2015,11,Southwest Land Border,24640,USBP,,,
2014-12-01,2014,2015,12,Coastal Border,280,USBP,,,
2014-12-01,2014,2015,12,Northern Land Border,290,USBP,,,
2014-12-01,2014,2015,12,Southwest Land Border,25020,USBP,,,
2015-01-01,2015,2015,1,Coastal Border,270,USBP,Obama,0.0,0.0
2015-01-01,2015,2015,1,Northern Land Border,170,USBP,Obama,0.0,0.0
2015-01-01,2015,2015,1,Southwest Land Border,21510,USBP,Obama,0.0,0.0
2015-02-01,2015,2015,2,Coastal Border,170,USBP,Obama,0.0,0.0
2015-02-01,2015,2015,2,Northern Land Border,210,USBP,Obama,0.0,0.0
2015-02-01,2015,2015,2,Southwest Land Border,24380,USBP,Obama,0.0,0.0
2015-03-01,2015,2015,3,Coastal Border,210,USBP,Obama,0.0,0.0
2015-03-01,2015,2015,3,Northern Land Border,180,USBP,Obama,0.0,0.0
2015-03-01,2015,2015,3,Southwest Land Border,29790,USBP,Obama,0.0,0.0
2015-04-01,2015,2015,4,Coastal Border,180,USBP,Obama,0.0,0.0
2015-04-01,2015,2015,4,Northern Land Border,180,USBP,Obama,0.0,0.0
2015-04-01,2015,2015,4,Southwest Land Border,29750,USBP,Obama,0.0,0.0
2015-05-01,2015,2015,5,Coastal Border,210,USBP,Obama,0.0,0.0
2015-05-01,2015,2015,5,Northern Land Border,140,USBP,Obama,0.0,0.0
2015-05-01,2015,2015,5,Southwest Land Border,31580,USBP,Obama,0.0,0.0
2015-06-01,2015,2015,6,Coastal Border,310,USBP,Obama,0.0,0.0
2015-06-01,2015,2015,6,Northern Land Border,190,USBP,Obama,0.0,0.0
2015-06-01,2015,2015,6,Southwest Land Border,29300,USBP,Obama,0.0,0.0
2015-07-01,2015,2015,7,Coastal Border,310,USBP,Obama,0.0,0.0
2015-07-01,2015,2015,7,Northern Land Border,230,USBP,Obama,0.0,0.0
2015-07-01,2015,2015,7,Southwest Land Border,28390,USBP,Obama,0.0,0.0
2015-08-01,2015,2015,8,Coastal Border,390,USBP,Obama,0.0,0.0
2015-08-01,2015,2015,8,Northern Land Border,270,USBP,Obama,0.0,0.0
2015-08-01,2015,2015,8,Southwest Land Border,30240,USBP,Obama,0.0,0.0
2015-09-01,2015,2015,9,Coastal Border,340,USBP,Obama,0.0,0.0
2015-09-01,2015,2015,9,Northern Land Border,210,USBP,Obama,0.0,0.0
2015-09-01,2015,2015,9,Southwest Land Border,30290,USBP,Obama,0.0,0.0
2015-10-01,2015,2016,10,Coastal Border,370,USBP,Obama,0.0,0.0
2015-10-01,2015,2016,10,Northern Land Border,180,USBP,Obama,0.0,0.0
2015-10-01,2015,2016,10,Southwest Land Border,32720,USBP,Obama,0.0,0.0
2015-11-01,2015,2016,11,Coastal Border,320,USBP,Obama,0.0,0.0
2015-11-01,2015,2016,11,Northern Land Border,140,USBP,Obama,0.0,0.0
2015-11-01,2015,2016,11,Southwest Land Border,32840,USBP,Obama,0.0,0.0
2015-12-01,2015,2016,12,Coastal Border,450,USBP,Obama,0.0,0.0
2015-12-01,2015,2016,12,Northern Land Border,140,USBP,Obama,0.0,0.0
2015-12-01,2015,2016,12,Southwest Land Border,37010,USBP,Obama,0.0,0.0
2016-01-01,2016,2016,1,Coastal Border,280,USBP,Obama,0.0,0.0
2016-01-01,2016,2016,1,Northern Land Border,140,USBP,Obama,0.0,0.0
2016-01-01,2016,2016,1,Southwest Land Border,23760,USBP,Obama,0.0,0.0
2016-02-01,2016,2016,2,Coastal Border,300,USBP,Obama,0.0,0.0
2016-02-01,2016,2016,2,Northern Land Border,140,USBP,Obama,0.0,0.0
2016-02-01,2016,2016,2,Southwest Land Border,26070,USBP,Obama,0.0,0.0
2016-03-01,2016,2016,3,Coastal Border,420,USBP,Obama,0.0,0.0
2016-03-01,2016,2016,3,Northern Land Border,200,USBP,Obama,0.0,0.0
2016-03-01,2016,2016,3,Southwest Land Border,33320,USBP,Obama,0.0,0.0
2016-04-01,2016,2016,4,Coastal Border,470,USBP,Obama,0.0,0.0
2016-04-01,2016,2016,4,Northern Land Border,180,USBP,Obama,0.0,0.0
2016-04-01,2016,2016,4,Southwest Land Border,38090,USBP,Obama,0.0,0.0
2016-05-01,2016,2016,5,Coastal Border,400,USBP,Obama,0.0,0.0
2016-05-01,2016,2016,5,Northern Land Border,230,USBP,Obama,0.0,0.0
2016-05-01,2016,2016,5,Southwest Land Border,40340,USBP,Obama,0.0,0.0
2016-06-01,2016,2016,6,Coastal Border,360,USBP,Obama,0.0,0.0
2016-06-01,2016,2016,6,Northern Land Border,190,USBP,Obama,0.0,0.0
2016-06-01,2016,2016,6,Southwest Land Border,34450,USBP,Obama,0.0,0.0
2016-07-01,2016,2016,7,Coastal Border,450,USBP,Obama,0.0,0.0
2016-07-01,2016,2016,7,Northern Land Border,250,USBP,Obama,0.0,0.0
2016-07-01,2016,2016,7,Southwest Land Border,33720,USBP,Obama,0.0,0.0
2016-08-01,2016,2016,8,Coastal Border,390,USBP,Obama,0.0,0.0
2016-08-01,2016,2016,8,Northern Land Border,270,USBP,Obama,0.0,0.0
2016-08-01,2016,2016,8,Southwest Land Border,37050,USBP,Obama,0.0,0.0
2016-09-01,2016,2016,9,Coastal Border,460,USBP,Obama,0.0,0.0
2016-09-01,2016,2016,9,Northern Land Border,220,USBP,Obama,0.0,0.0
2016-09-01,2016,2016,9,Southwest Land Border,39500,USBP,Obama,0.0,0.0
2016-10-01,2016,2017,10,Coastal Border,330,USBP,Obama,0.0,0.0
2016-10-01,2016,2017,10,Northern Land Border,170,USBP,Obama,0.0,0.0
2016-10-01,2016,2017,10,Southwest Land Border,46180,USBP,Obama,0.0,0.0
2016-11-01,2016,2017,11,Coastal Border,330,USBP,Obama,0.0,0.0
2016-11-01,2016,2017,11,Northern Land Border,150,USBP,Obama,0.0,0.0
2016-11-01,2016,2017,11,Southwest Land Border,47210,USBP,Obama,0.0,0.0
2016-12-01,2016,2017,12,Coastal Border,470,USBP,Obama,0.0,0.0
2016-12-01,2016,2017,12,Northern Land Border,130,USBP,Obama,0.0,0.0
2016-12-01,2016,2017,12,Southwest Land Border,43250,USBP,Obama,0.0,0.0
2017-01-01,2017,2017,1,Coastal Border,380,USBP,Obama,0.0,0.0
2017-01-01,2017,2017,1,Northern Land Border,150,USBP,Obama,0.0,0.0
2017-01-01,2017,2017,1,Southwest Land Border,31580,USBP,Obama,0.0,0.0
2017-02-01,2017,2017,2,Coastal Border,300,USBP,Trump,0.0,0.0
2017-02-01,2017,2017,2,Northern Land Border,270,USBP,Trump,0.0,0.0
2017-02-01,2017,2017,2,Southwest Land Border,18750,USBP,Trump,0.0,0.0
2017-03-01,2017,2017,3,Coastal Border,250,USBP,Trump,0.0,0.0
2017-03-01,2017,2017,3,Northern Land Border,300,USBP,Trump,0.0,0.0
2017-03-01,2017,2017,3,Southwest Land Border,12200,USBP,Trump,0.0,0.0
2017-04-01,2017,2017,4,Coastal Border,280,USBP,Trump,0.0,0.0
2017-04-01,2017,2017,4,Northern Land Border,270,USBP,Trump,0.0,0.0
2017-04-01,2017,2017,4,Southwest Land Border,11130,USBP,Trump,0.0,0.0
2017-05-01,2017,2017,5,Coastal Border,340,USBP,Trump,0.0,0.0
2017-05-01,2017,2017,5,Northern Land Border,310,USBP,Trump,0.0,0.0
2017-05-01,2017,2017,5,Southwest Land Border,14520,USBP,Trump,0.0,0.0
2017-06-01,2017,2017,6,Coastal Border,230,USBP,Trump,0.0,0.0
2017-06-01,2017,2017,6,Northern Land Border,340,USBP,Trump,0.0,0.0
2017-06-01,2017,2017,6,Southwest Land Border,16090,USBP,Trump,0.0,0.0
2017-07-01,2017,2017,7,Coastal Border,260,USBP,Trump,0.0,0.0
2017-07-01,2017,2017,7,Northern Land Border,340,USBP,Trump,0.0,0.0
2017-07-01,2017,2017,7,Southwest Land Border,18190,USBP,Trump,0.0,0.0
2017-08-01,2017,2017,8,Coastal Border,290,USBP,Trump,0.0,0.0
2017-08-01,2017,2017,8,Northern Land Border,360,USBP,Trump,0.0,0.0
2017-08-01,2017,2017,8,Southwest Land Border,22290,USBP,Trump,0.0,0.0
2017-09-01,2017,2017,9,Coastal Border,130,USBP,Trump,0.0,0.0
2017-09-01,2017,2017,9,Northern Land Border,240,USBP,Trump,0.0,0.0
2017-09-01,2017,2017,9,Southwest Land Border,22540,USBP,Trump,0.0,0.0
2017-10-01,2017,2018,10,Coastal Border,250,USBP,Trump,0.0,0.0
2017-10-01,2017,2018,10,Northern Land Border,300,USBP,Trump,0.0,0.0
2017-10-01,2017,2018,10,Southwest Land Border,25490,USBP,Trump,0.0,0.0
2017-11-01,2017,2018,11,Coastal Border,250,USBP,Trump,0.0,0.0
2017-11-01,2017,2018,11,Northern Land Border,300,USBP,Trump,0.0,0.0
2017-11-01,2017,2018,11,Southwest Land Border,29090,USBP,Trump,0.0,0.0
2017-12-01,2017,2018,12,Coastal Border,210,USBP,Trump,0.0,0.0
2017-12-01,2017,2018,12,Northern Land Border,220,USBP,Trump,0.0,0.0
2017-12-01,2017,2018,12,Southwest Land Border,29000,USBP,Trump,0.0,0.0
2018-01-01,2018,2018,1,Coastal Border,350,USBP,Trump,0.0,0.0
2018-01-01,2018,2018,1,Northern Land Border,310,USBP,Trump,0.0,0.0
2018-01-01,2018,2018,1,Southwest Land Border,25980,USBP,Trump,0.0,0.0
2018-02-01,2018,2018,2,Coastal Border,270,USBP,Trump,0.0,0.0
2018-02-01,2018,2018,2,Northern Land Border,290,USBP,Trump,0.0,0.0
2018-02-01,2018,2018,2,Southwest Land Border,26670,USBP,Trump,0.0,0.0
2018-03-01,2018,2018,3,Coastal Border,280,USBP,Trump,0.0,0.0
2018-03-01,2018,2018,3,Northern Land Border,410,USBP,Trump,0.0,0.0
2018-03-01,2018,2018,3,Southwest Land Border,37390,USBP,Trump,0.0,0.0
2018-04-01,2018,2018,4,Coastal Border,280,USBP,Trump,0.0,0.0
2018-04-01,2018,2018,4,Northern Land Border,340,USBP,Trump,0.0,0.0
2018-04-01,2018,2018,4,Southwest Land Border,38240,USBP,Trump,0.0,0.0
2018-05-01,2018,2018,5,Coastal Border,240,USBP,Trump,0.0,0.0
2018-05-01,2018,2018,5,Northern Land Border,380,USBP,Trump,0.0,0.0
2018-05-01,2018,2018,5,Southwest Land Border,40340,USBP,Trump,0.0,0.0
2018-06-01,2018,2018,6,Coastal Border,250,USBP,Trump,0.0,0.0
2018-06-01,2018,2018,6,Northern Land Border,540,USBP,Trump,0.0,0.0
2018-06-01,2018,2018,6,Southwest Land Border,34090,USBP,Trump,0.0,0.0
2018-07-01,2018,2018,7,Coastal Border,310,USBP,Trump,0.0,0.0
2018-07-01,2018,2018,7,Northern Land Border,410,USBP,Trump,0.0,0.0
2018-07-01,2018,2018,7,Southwest Land Border,31300,USBP,Trump,0.0,0.0
2018-08-01,2018,2018,8,Coastal Border,330,USBP,Trump,0.0,0.0
2018-08-01,2018,2018,8,Northern Land Border,380,USBP,Trump,0.0,0.0
2018-08-01,2018,2018,8,Southwest Land Border,37520,USBP,Trump,0.0,0.0
2018-09-01,2018,2018,9,Coastal Border,240,USBP,Trump,0.0,0.0
2018-09-01,2018,2018,9,Northern Land Border,440,USBP,Trump,0.0,0.0
2018-09-01,2018,2018,9,Southwest Land Border,41490,USBP,Trump,0.0,0.0
2018-10-01,2018,2019,10,Coastal Border,300,USBP,Trump,0.0,0.0
2018-10-01,2018,2019,10,Northern Land Border,500,USBP,Trump,0.0,0.0
2018-10-01,2018,2019,10,Southwest Land Border,51010,USBP,Trump,0.0,0.0
2018-11-01,2018,2019,11,Coastal Border,240,USBP,Trump,0.0,0.0
2018-11-01,2018,2019,11,Northern Land Border,320,USBP,Trump,0.0,0.0
2018-11-01,2018,2019,11,Southwest Land Border,51860,USBP,Trump,0.0,0.0
2018-12-01,2018,2019,12,Coastal Border,250,USBP,Trump,0.0,0.0
2018-12-01,2018,2019,12,Northern Land Border,320,USBP,Trump,0.0,0.0
2018-12-01,2018,2019,12,Southwest Land Border,50750,USBP,Trump,0.0,0.0
2019-01-01,2019,2019,1,Coastal Border,300,USBP,Trump,0.0,1.0
2019-01-01,2019,2019,1,Northern Land Border,300,USBP,Trump,0.0,1.0
2019-01-01,2019,2019,1,Southwest Land Border,47980,USBP,Trump,0.0,1.0
2019-02-01,2019,2019,2,Coastal Border,230,USBP,Trump,0.0,1.0
2019-02-01,2019,2019,2,Northern Land Border,310,USBP,Trump,0.0,1.0
2019-02-01,2019,2019,2,Southwest Land Border,66880,USBP,Trump,0.0,1.0
2019-03-01,2019,2019,3,Coastal Border,340,USBP,Trump,0.0,1.0
2019-03-01,2019,2019,3,Northern Land Border,420,USBP,Trump,0.0,1.0
2019-03-01,2019,2019,3,Southwest Land Border,92830,USBP,Trump,0.0,1.0
2019-04-01,2019,2019,4,Coastal Border,340,USBP,Trump,0.0,1.0
2019-04-01,2019,2019,4,Northern Land Border,340,USBP,Trump,0.0,1.0
2019-04-01,2019,2019,4,Southwest Land Border,99270,USBP,Trump,0.0,1.0
2019-05-01,2019,2019,5,Coastal Border,330,USBP,Trump,0.0,1.0
2019-05-01,2019,2019,5,Northern Land Border,350,USBP,Trump,0.0,1.0
2019-05-01,2019,2019,5,Southwest Land Border,132860,USBP,Trump,0.0,1.0
2019-06-01,2019,2019,6,Coastal Border,320,USBP,Trump,0.0,1.0
2019-06-01,2019,2019,6,Northern Land Border,360,USBP,Trump,0.0,1.0
2019-06-01,2019,2019,6,Southwest Land Border,94900,USBP,Trump,0.0,1.0
2019-07-01,2019,2019,7,Coastal Border,280,USBP,Trump,0.0,1.0
2019-07-01,2019,2019,7,Northern Land Border,400,USBP,Trump,0.0,1.0
2019-07-01,2019,2019,7,Southwest Land Border,71980,USBP,Trump,0.0,1.0
2019-08-01,2019,2019,8,Coastal Border,390,USBP,Trump,0.0,1.0
2019-08-01,2019,2019,8,Northern Land Border,410,USBP,Trump,0.0,1.0
2019-08-01,2019,2019,8,Southwest Land Border,50680,USBP,Trump,0.0,1.0
2019-09-01,2019,2019,9,Coastal Border,270,USBP,Trump,0.0,1.0
2019-09-01,2019,2019,9,Northern Land Border,390,USBP,Trump,0.0,1.0
2019-09-01,2019,2019,9,Southwest Land Border,40510,USBP,Trump,0.0,1.0
2019-10-01,2019,2020,10,Coastal Border,290,USBP,Trump,0.0,1.0
2019-10-01,2019,2020,10,Northern Land Border,350,USBP,Trump,0.0,1.0
2019-10-01,2019,2020,10,Southwest Land Border,35400,USBP,Trump,0.0,1.0
2019-11-01,2019,2020,11,Coastal Border,300,USBP,Trump,0.0,1.0
2019-11-01,2019,2020,11,Northern Land Border,290,USBP,Trump,0.0,1.0
2019-11-01,2019,2020,11,Southwest Land Border,33520,USBP,Trump,0.0,1.0
2019-12-01,2019,2020,12,Coastal Border,290,USBP,Trump,0.0,1.0
2019-12-01,2019,2020,12,Northern Land Border,230,USBP,Trump,0.0,1.0
