date,cyear,fiscal_year,month,region,quantity,agency,administration,title42_flag,mpp_flag
2019-12-01,2019,2020,12,Southwest Land Border,32850,USBP,Trump,0.0,1.0
2020-01-01,2020,2020,1,Coastal Border,300,USBP,Trump,0.0,1.0
2020-01-01,2020,2020,1,Northern Land Border,300,USBP,Trump,0.0,1.0
2020-01-01,2020,2020,1,Southwest Land Border,29210,USBP,Trump,0.0,1.0
2020-02-01,2020,2020,2,Coastal Border,280,USBP,Trump,0.0,1.0
2020-02-01,2020,2020,2,Northern Land Border,260,USBP,Trump,0.0,1.0
2020-02-01,2020,2020,2,Southwest Land Border,30080,USBP,Trump,0.0,1.0
2020-03-01,2020,2020,3,Coastal Border,220,USBP,Trump,0.0,1.0
2020-03-01,2020,2020,3,Northern Land Border,160,USBP,Trump,0.0,1.0
2020-03-01,2020,2020,3,Southwest Land Border,30390,USBP,Trump,0.0,1.0
2020-04-01,2020,2020,4,Coastal Border,20,USBP,Trump,1.0,1.0
2020-04-01,2020,2020,4,Northern Land Border,20,USBP,Trump,1.0,1.0
2020-04-01,2020,2020,4,Southwest Land Border,16180,USBP,Trump,1.0,1.0
2020-05-01,2020,2020,5,Coastal Border,70,USBP,Trump,1.0,1.0
2020-05-01,2020,2020,5,Northern Land Border,70,USBP,Trump,1.0,1.0
2020-05-01,2020,2020,5,Southwest Land Border,21590,USBP,Trump,1.0,1.0
2020-06-01,2020,2020,6,Coastal Border,110,USBP,Trump,1.0,1.0
2020-06-01,2020,2020,6,Northern Land Border,100,USBP,Trump,1.0,1.0
2020-06-01,2020,2020,6,Southwest Land Border,30820,USBP,Trump,1.0,1.0
2020-07-01,2020,2020,7,Coastal Border,140,USBP,Trump,1.0,1.0
2020-07-01,2020,2020,7,Northern Land Border,130,USBP,Trump,1.0,1.0
2020-07-01,2020,2020,7,Southwest Land Border,38560,USBP,Trump,1.0,1.0
2020-08-01,2020,2020,8,Coastal Border,130,USBP,Trump,1.0,1.0
2020-08-01,2020,2020,8,Northern Land Border,120,USBP,Trump,1.0,1.0
2020-08-01,2020,2020,8,Southwest Land Border,47280,USBP,Trump,1.0,1.0
2020-09-01,2020,2020,9,Coastal Border,110,USBP,Trump,1.0,1.0
2020-09-01,2020,2020,9,Northern Land Border,140,USBP,Trump,1.0,1.0
2020-09-01,2020,2020,9,Southwest Land Border,54780,USBP,Trump,1.0,1.0
2020-10-01,2020,2021,10,Coastal Border,120,USBP,Trump,1.0,1.0
2020-10-01,2020,2021,10,Northern Land Border,70,USBP,Trump,1.0,1.0
2020-10-01,2020,2021,10,Southwest Land Border,69030,USBP,Trump,1.0,1.0
2020-11-01,2020,2021,11,Coastal Border,140,USBP,Trump,1.0,1.0
2020-11-01,2020,2021,11,Northern Land Border,90,USBP,Trump,1.0,1.0
2020-11-01,2020,2021,11,Southwest Land Border,69170,USBP,Trump,1.0,1.0
2020-12-01,2020,2021,12,Coastal Border,120,USBP,Trump,1.0,1.0
2020-12-01,2020,2021,12,Northern Land Border,60,USBP,Trump,1.0,1.0
2020-12-01,2020,2021,12,Southwest Land Border,71140,USBP,Trump,1.0,1.0
2021-01-01,2021,2021,1,Coastal Border,170,USBP,Trump,1.0,1.0
2021-01-01,2021,2021,1,Northern Land Border,40,USBP,Trump,1.0,1.0
2021-01-01,2021,2021,1,Southwest Land Border,75320,USBP,Trump,1.0,1.0
2021-02-01,2021,2021,2,Coastal Border,130,USBP,Biden,1.0,0.0
2021-02-01,2021,2021,2,Northern Land Border,50,USBP,Biden,1.0,0.0
2021-02-01,2021,2021,2,Southwest Land Border,97640,USBP,Biden,1.0,0.0
2021-03-01,2021,2021,3,Coastal Border,110,USBP,Biden,1.0,0.0
2021-03-01,2021,2021,3,Northern Land Border,120,USBP,Biden,1.0,0.0
2021-03-01,2021,2021,3,Southwest Land Border,169220,USBP,Biden,1.0,0.0
2021-04-01,2021,2021,4,Coastal Border,130,USBP,Biden,1.0,0.0
2021-04-01,2021,2021,4,Northern Land Border,80,USBP,Biden,1.0,0.0
2021-04-01,2021,2021,4,Southwest Land Border,173700,USBP,Biden,1.0,0.0
2021-05-01,2021,2021,5,Coastal Border,240,USBP,Biden,1.0,0.0
2021-05-01,2021,2021,5,Northern Land Border,80,USBP,Biden,1.0,0.0
2021-05-01,2021,2021,5,Southwest Land Border,172650,USBP,Biden,1.0,0.0
2021-06-01,2021,2021,6,Coastal Border,160,USBP,Biden,1.0,0.0
2021-06-01,2021,2021,6,Northern Land Border,90,USBP,Biden,1.0,0.0
2021-06-01,2021,2021,6,Southwest Land Border,178650,USBP,Biden,1.0,0.0
2021-07-01,2021,2021,7,Coastal Border,120,USBP,Biden,1.0,0.0
2021-07-01,2021,2021,7,Northern Land Border,80,USBP,Biden,1.0,0.0
2021-07-01,2021,2021,7,Southwest Land Border,200660,USBP,Biden,1.0,0.0
2021-08-01,2021,2021,8,Coastal Border,230,USBP,Biden,1.0,0.0
2021-08-01,2021,2021,8,Northern Land Border,60,USBP,Biden,1.0,0.0
2021-08-01,2021,2021,8,Southwest Land Border,196510,USBP,Biden,1.0,0.0
2021-09-01,2021,2021,9,Coastal Border,390,USBP,Biden,1.0,0.0
2021-09-01,2021,2021,9,Northern Land Border,90,USBP,Biden,1.0,0.0
2021-09-01,2021,2021,9,Southwest Land Border,185520,USBP,Biden,1.0,0.0
2021-10-01,2021,2022,10,Coastal Border,440,USBP,Biden,1.0,0.0
2021-10-01,2021,2022,10,Northern Land Border,100,USBP,Biden,1.0,0.0
2021-10-01,2021,2022,10,Southwest Land Border,159110,USBP,Biden,1.0,0.0
2021-11-01,2021,2022,11,Coastal Border,330,USBP,Biden,1.0,0.0
2021-11-01,2021,2022,11,Northern Land Border,100,USBP,Biden,1.0,0.0
2021-11-01,2021,2022,11,Southwest Land Border,167020,USBP,Biden,1.0,0.0
2021-12-01,2021,2022,12,Coastal Border,450,USBP,Biden,1.0,1.0
2021-12-01,2021,2022,12,Northern Land Border,120,USBP,Biden,1.0,1.0
2021-12-01,2021,2022,12,Southwest Land Border,170600,USBP,Biden,1.0,1.0
2022-01-01,2022,2022,1,Coastal Border,560,USBP,Biden,1.0,1.0
2022-01-01,2022,2022,1,Northern Land Border,80,USBP,Biden,1.0,1.0
2022-01-01,2022,2022,1,Southwest Land Border,147880,USBP,Biden,1.0,1.0
2022-02-01,2022,2022,2,Coastal Border,230,USBP,Biden,1.0,1.0
2022-02-01,2022,2022,2,Northern Land Border,120,USBP,Biden,1.0,1.0
2022-02-01,2022,2022,2,Southwest Land Border,159170,USBP,Biden,1.0,1.0
2022-03-01,2022,2022,3,Coastal Border,600,USBP,Biden,1.0,1.0
2022-03-01,2022,2022,3,Northern Land Border,120,USBP,Biden,1.0,1.0
2022-03-01,2022,2022,3,Southwest Land Border,211180,USBP,Biden,1.0,1.0
2022-04-01,2022,2022,4,Coastal Border,300,USBP,Biden,1.0,1.0
2022-04-01,2022,2022,4,Northern Land Border,210,USBP,Biden,1.0,1.0
2022-04-01,2022,2022,4,Southwest Land Border,203500,USBP,Biden,1.0,1.0
2022-05-01,2022,2022,5,Coastal Border,530,USBP,Biden,1.0,1.0
2022-05-01,2022,2022,5,Northern Land Border,200,USBP,Biden,1.0,1.0
2022-05-01,2022,2022,5,Southwest Land Border,224370,USBP,Biden,1.0,1.0
2022-06-01,2022,2022,6,Coastal Border,410,USBP,Biden,1.0,1.0
2022-06-01,2022,2022,6,Northern Land Border,220,USBP,Biden,1.0,1.0
2022-06-01,2022,2022,6,Southwest Land Border,192400,USBP,Biden,1.0,1.0
2022-07-01,2022,2022,7,Coastal Border,430,USBP,Biden,1.0,1.0
2022-07-01,2022,2022,7,Northern Land Border,270,USBP,Biden,1.0,1.0
2022-07-01,2022,2022,7,Southwest Land Border,181830,USBP,Biden,1.0,1.0
2022-08-01,2022,2022,8,Coastal Border,1140,USBP,Biden,1.0,1.0
2022-08-01,2022,2022,8,Northern Land Border,310,USBP,Biden,1.0,1.0
2022-08-01,2022,2022,8,Southwest Land Border,181770,USBP,Biden,1.0,1.0
2022-09-01,2022,2022,9,Coastal Border,550,USBP,Biden,1.0,1.0
2022-09-01,2022,2022,9,Northern Land Border,400,USBP,Biden,1.0,1.0
2022-09-01,2022,2022,9,Southwest Land Border,207600,USBP,Biden,1.0,1.0
2022-10-01,2022,2023,10,Coastal Border,1260,USBP,Biden,1.0,1.0
2022-10-01,2022,2023,10,Northern Land Border,510,USBP,Biden,1.0,1.0
2022-10-01,2022,2023,10,Southwest Land Border,205130,USBP,Biden,1.0,1.0
2022-11-01,2022,2023,11,Coastal Border,1220,USBP,Biden,1.0,0.0
2022-11-01,2022,2023,11,Northern Land Border,600,USBP,Biden,1.0,0.0
2022-11-01,2022,2023,11,Southwest Land Border,207680,USBP,Biden,1.0,0.0
2022-12-01,2022,2023,12,Coastal Border,1450,USBP,Biden,1.0,0.0
2022-12-01,2022,2023,12,Northern Land Border,550,USBP,Biden,1.0,0.0
2022-12-01,2022,2023,12,Southwest Land Border,222020,USBP,Biden,1.0,0.0
2023-01-01,2023,2023,1,Coastal Border,1630,USBP,Biden,1.0,0.0
2023-01-01,2023,2023,1,Northern Land Border,580,USBP,Biden,1.0,0.0
2023-01-01,2023,2023,1,Southwest Land Border,129510,USBP,Biden,1.0,0.0
2023-02-01,2023,2023,2,Coastal Border,400,USBP,Biden,1.0,0.0
2023-02-01,2023,2023,2,Northern Land Border,630,USBP,Biden,1.0,0.0
2023-02-01,2023,2023,2,Southwest Land Border,130520,USBP,Biden,1.0,0.0
2023-03-01,2023,2023,3,Coastal Border,400,USBP,Biden,1.0,0.0
2023-03-01,2023,2023,3,Northern Land Border,990,USBP,Biden,1.0,0.0
2023-03-01,2023,2023,3,Southwest Land Border,163670,USBP,Biden,1.0,0.0
2023-04-01,2023,2023,4,Coastal Border,250,USBP,Biden,1.0,0.0
2023-04-01,2023,2023,4,Northern Land Border,980,USBP,Biden,1.0,0.0
2023-04-01,2023,2023,4,Southwest Land Border,183920,USBP,Biden,1.0,0.0
2023-05-01,2023,2023,5,Coastal Border,240,USBP,Biden,1.0,0.0
2023-05-01,2023,2023,5,Northern Land Border,800,USBP,Biden,1.0,0.0
2023-05-01,2023,2023,5,Southwest Land Border,171380,USBP,Biden,1.0,0.0
2023-06-01,2023,2023,6,Coastal Border,220,USBP,Biden,0.0,0.0
2023-06-01,2023,2023,6,Northern Land Border,840,USBP,Biden,0.0,0.0
2023-06-01,2023,2023,6,Southwest Land Border,99540,USBP,Biden,0.0,0.0
2023-07-01,2023,2023,7,Coastal Border,270,USBP,Biden,0.0,0.0
2023-07-01,2023,2023,7,Northern Land Border,1150,USBP,Biden,0.0,0.0
2023-07-01,2023,2023,7,Southwest Land Border,132640,USBP,Biden,0.0,0.0
2023-08-01,2023,2023,8,Coastal Border,270,USBP,Biden,0.0,0.0
2023-08-01,2023,2023,8,Northern Land Border,1060,USBP,Biden,0.0,0.0
2023-08-01,2023,2023,8,Southwest Land Border,181050,USBP,Biden,0.0,0.0
2023-09-01,2023,2023,9,Coastal Border,230,USBP,Biden,0.0,0.0
2023-09-01,2023,2023,9,Northern Land Border,1340,USBP,Biden,0.0,0.0
2023-09-01,2023,2023,9,Southwest Land Border,218760,USBP,Biden,0.0,0.0
2023-10-01,2023,2024,10,Coastal Border,180,USBP,Biden,0.0,0.0
2023-10-01,2023,2024,10,Northern Land Border,1520,USBP,Biden,0.0,0.0
2023-10-01,2023,2024,10,Southwest Land Border,188750,USBP,Biden,0.0,0.0
2023-11-01,2023,2024,11,Coastal Border,100,USBP,Biden,0.0,0.0
2023-11-01,2023,2024,11,Northern Land Border,1150,USBP,Biden,0.0,0.0
2023-11-01,2023,2024,11,Southwest Land Border,191110,USBP,Biden,0.0,0.0
2023-12-01,2023,2024,12,Coastal Border,260,USBP,Biden,0.0,0.0
2023-12-01,2023,2024,12,Northern Land Border,1180,USBP,Biden,0.0,0.0
2023-12-01,2023,2024,12,Southwest Land Border,249740,USBP,Biden,0.0,0.0
2024-01-01,2024,2024,1,Coastal Border,300,USBP,Biden,0.0,0.0
2024-01-01,2024,2024,1,Northern Land Border,930,USBP,Biden,0.0,0.0
2024-01-01,2024,2024,1,Southwest Land Border,124220,USBP,Biden,0.0,0.0
2024-02-01,2024,2024,2,Coastal Border,200,USBP,Biden,0.0,0.0
2024-02-01,2024,2024,2,Northern Land Border,1270,USBP,Biden,0.0,0.0
2024-02-01,2024,2024,2,Southwest Land Border,140640,USBP,Biden,0.0,0.0
2024-03-01,2024,2024,3,Coastal Border,170,USBP,Biden,0.0,0.0
2024-03-01,2024,2024,3,Northern Land Border,1480,USBP,Biden,0.0,0.0
2024-03-01,2024,2024,3,Southwest Land Border,137470,USBP,Biden,0.0,0.0
2024-04-01,2024,2024,4,Coastal Border,240,USBP,Biden,0.0,0.0
2024-04-01,2024,2024,4,Northern Land Border,1940,USBP,Biden,0.0,0.0
2024-04-01,2024,2024,4,Southwest Land Border,128900,USBP,Biden,0.0,0.0
2024-05-01,2024,2024,5,Coastal Border,340,USBP,Biden,0.0,0.0
2024-05-01,2024,2024,5,Northern Land Border,3400,USBP,Biden,0.0,0.0
2024-05-01,2024,2024,5,Southwest Land Border,117910,USBP,Biden,0.0,0.0
2024-06-01,2024,2024,6,Coastal Border,470,USBP,Biden,0.0,0.0
2024-06-01,2024,2024,6,Northern Land Border,3600,USBP,Biden,0.0,0.0
2024-06-01,2024,2024,6,Southwest Land Border,83530,USBP,Biden,0.0,0.0
2024-07-01,2024,2024,7,Coastal Border,220,USBP,Biden,0.0,0.0
2024-07-01,2024,2024,7,Northern Land Border,3040,USBP,Biden,0.0,0.0
2024-07-01,2024,2024,7,Southwest Land Border,56400,USBP,Biden,0.0,0.0
2024-08-01,2024,2024,8,Coastal Border,240,USBP,Biden,0.0,0.0
2024-08-01,2024,2024,8,Northern Land Border,2430,USBP,Biden,0.0,0.0
2024-08-01,2024,2024,8,Southwest Land Border,58010,USBP,Biden,0.0,0.0
2024-09-01,2024,2024,9,Coastal Border,340,USBP,Biden,0.0,0.0
2024-09-01,2024,2024,9,Northern Land Border,1790,USBP,Biden,0.0,0.0
2024-09-01,2024,2024,9,Southwest Land Border,53860,USBP,Biden,0.0,0.0
2024-10-01,2024,2025,10,Coastal Border,320,USBP,Biden,0.0,0.0
2024-10-01,2024,2025,10,Northern Land Border,1280,USBP,Biden,0.0,0.0
2024-10-01,2024,2025,10,Southwest Land Border,56530,USBP,Biden,0.0,0.0
2024-11-01,2024,2025,11,Coastal Border,220,USBP,Biden,0.0,0.0
2024-11-01,2024,2025,11,Northern Land Border,700,USBP,Biden,0.0,0.0
2024-11-01,2024,2025,11,Southwest Land Border,46610,USBP,Biden,0.0,0.0
