Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2023,FYTD,DEC,Northern Land Border,AK,Single Adults,CANADA,Title 8,1
2023,FYTD,DEC,Northern Land Border,AK,Single Adults,OTHER,Title 8,5
2023,FYTD,DEC,Northern Land Border,AK,Single Adults,UKRAINE,Title 8,2
2023,FYTD,DEC,Northern Land Border,ID,Single Adults,CANADA,Title 8,5
2023,FYTD,DEC,Northern Land Border,ID,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,DEC,Northern Land Border,ID,Single Adults,INDIA,Title 8,2
2023,FYTD,DEC,Northern Land Border,ID,Single Adults,OTHER,Title 8,1
2023,FYTD,DEC,Northern Land Border,ME,Accompanied Minors,BRAZIL,Title 42,3
2023,FYTD,DEC,Northern Land Border,ME,Accompanied Minors,CANADA,Title 42,1
2023,FYTD,DEC,Northern Land Border,ME,Accompanied Minors,CANADA,Title 8,1
2023,FYTD,DEC,Northern Land Border,ME,Accompanied Minors,INDIA,Title 42,1
2023,FYTD,DEC,Northern Land Border,ME,Accompanied Minors,MEXICO,Title 42,2
2023,FYTD,DEC,Northern Land Border,ME,Accompanied Minors,OTHER,Title 8,2
2023,FYTD,DEC,Northern Land Border,ME,FMUA,BRAZIL,Title 8,21
2023,FYTD,DEC,Northern Land Border,ME,FMUA,CANADA,Title 8,10
2023,FYTD,DEC,Northern Land Border,ME,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,FYTD,DEC,Northern Land Border,ME,FMUA,COLOMBIA,Title 8,52
2023,FYTD,DEC,Northern Land Border,ME,FMUA,INDIA,Title 8,51
2023,FYTD,DEC,Northern Land Border,ME,FMUA,MEXICO,Title 8,25
2023,FYTD,DEC,Northern Land Border,ME,FMUA,NICARAGUA,Title 8,5
2023,FYTD,DEC,Northern Land Border,ME,FMUA,OTHER,Title 8,228
2023,FYTD,DEC,Northern Land Border,ME,FMUA,ROMANIA,Title 42,4
2023,FYTD,DEC,Northern Land Border,ME,FMUA,ROMANIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,ME,FMUA,RUSSIA,Title 8,3
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,BRAZIL,Title 42,4
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,BRAZIL,Title 8,9
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,CANADA,Title 42,11
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,CANADA,Title 8,649
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,3
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,17
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,COLOMBIA,Title 42,2
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,COLOMBIA,Title 8,28
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,CUBA,Title 42,1
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,ECUADOR,Title 8,5
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,GUATEMALA,Title 8,3
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,HAITI,Title 8,1
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,INDIA,Title 42,3
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,INDIA,Title 8,128
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,MEXICO,Title 42,3
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,MEXICO,Title 8,43
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,NICARAGUA,Title 8,5
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,OTHER,Title 42,10
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,OTHER,Title 8,234
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,PHILIPPINES,Title 42,2
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,PHILIPPINES,Title 8,34
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,ROMANIA,Title 42,1
2023,FYTD,DEC,Northern Land Border,ME,Single Adults,RUSSIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,ME,UAC,OTHER,Title 8,3
2023,FYTD,DEC,Northern Land Border,MI,Accompanied Minors,CANADA,Title 8,3
2023,FYTD,DEC,Northern Land Border,MI,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,5
2023,FYTD,DEC,Northern Land Border,MI,Accompanied Minors,OTHER,Title 8,4
2023,FYTD,DEC,Northern Land Border,MI,FMUA,CANADA,Title 8,21
2023,FYTD,DEC,Northern Land Border,MI,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,10
2023,FYTD,DEC,Northern Land Border,MI,FMUA,COLOMBIA,Title 8,6
2023,FYTD,DEC,Northern Land Border,MI,FMUA,CUBA,Title 8,5
2023,FYTD,DEC,Northern Land Border,MI,FMUA,INDIA,Title 8,21
2023,FYTD,DEC,Northern Land Border,MI,FMUA,MEXICO,Title 8,6
2023,FYTD,DEC,Northern Land Border,MI,FMUA,OTHER,Title 8,65
2023,FYTD,DEC,Northern Land Border,MI,FMUA,ROMANIA,Title 8,3
2023,FYTD,DEC,Northern Land Border,MI,FMUA,UKRAINE,Title 8,3
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,BRAZIL,Title 8,4
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,CANADA,Title 8,355
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,41
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,COLOMBIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,CUBA,Title 8,7
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,GUATEMALA,Title 8,7
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,HAITI,Title 8,2
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,HONDURAS,Title 8,1
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,INDIA,Title 8,158
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,MEXICO,Title 8,27
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,NICARAGUA,Title 8,2
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,OTHER,Title 8,225
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,PHILIPPINES,Title 8,10
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,RUSSIA,Title 8,3
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,UKRAINE,Title 8,2
2023,FYTD,DEC,Northern Land Border,MI,Single Adults,VENEZUELA,Title 8,1
2023,FYTD,DEC,Northern Land Border,MI,UAC,CANADA,Title 8,2
2023,FYTD,DEC,Northern Land Border,MI,UAC,OTHER,Title 8,3
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,CANADA,Title 8,14
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,HONDURAS,Title 8,4
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,INDIA,Title 8,12
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,MEXICO,Title 8,19
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,OTHER,Title 8,12
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,ROMANIA,Title 8,2
2023,FYTD,DEC,Northern Land Border,MN,Single Adults,UKRAINE,Title 8,2
2023,FYTD,DEC,Northern Land Border,MT,Accompanied Minors,OTHER,Title 8,1
2023,FYTD,DEC,Northern Land Border,MT,FMUA,CANADA,Title 8,5
2023,FYTD,DEC,Northern Land Border,MT,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,6
2023,FYTD,DEC,Northern Land Border,MT,FMUA,INDIA,Title 8,35
2023,FYTD,DEC,Northern Land Border,MT,FMUA,MEXICO,Title 8,4
2023,FYTD,DEC,Northern Land Border,MT,FMUA,OTHER,Title 8,25
2023,FYTD,DEC,Northern Land Border,MT,FMUA,PHILIPPINES,Title 8,4
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,BRAZIL,Title 8,2
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,CANADA,Title 42,1
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,CANADA,Title 8,113
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,26
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,COLOMBIA,Title 8,5
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,INDIA,Title 8,144
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,MEXICO,Title 8,18
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,OTHER,Title 8,79
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,PHILIPPINES,Title 8,13
2023,FYTD,DEC,Northern Land Border,MT,Single Adults,UKRAINE,Title 8,4
2023,FYTD,DEC,Northern Land Border,MT,UAC,UKRAINE,Title 8,1
2023,FYTD,DEC,Northern Land Border,ND,Accompanied Minors,OTHER,Title 8,2
2023,FYTD,DEC,Northern Land Border,ND,FMUA,CANADA,Title 8,1
2023,FYTD,DEC,Northern Land Border,ND,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,5
2023,FYTD,DEC,Northern Land Border,ND,FMUA,INDIA,Title 8,12
2023,FYTD,DEC,Northern Land Border,ND,FMUA,MEXICO,Title 8,2
2023,FYTD,DEC,Northern Land Border,ND,FMUA,OTHER,Title 8,21
2023,FYTD,DEC,Northern Land Border,ND,FMUA,PHILIPPINES,Title 8,3
2023,FYTD,DEC,Northern Land Border,ND,FMUA,UKRAINE,Title 8,5
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,BRAZIL,Title 8,1
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,CANADA,Title 8,57
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,21
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,INDIA,Title 8,79
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,MEXICO,Title 8,6
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,OTHER,Title 8,62
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,PERU,Title 8,2
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,PHILIPPINES,Title 8,6
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,TURKEY,Title 8,2
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,UKRAINE,Title 8,5
2023,FYTD,DEC,Northern Land Border,ND,Single Adults,VENEZUELA,Title 8,1
2023,FYTD,DEC,Northern Land Border,ND,UAC,OTHER,Title 8,1
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,BRAZIL,Title 42,3
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,CANADA,Title 42,10
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,CANADA,Title 8,18
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 42,2
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,COLOMBIA,Title 42,5
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,CUBA,Title 42,9
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,ECUADOR,Title 42,2
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,INDIA,Title 42,43
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,INDIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,MEXICO,Title 42,12
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,OTHER,Title 42,108
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,OTHER,Title 8,11
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,PHILIPPINES,Title 42,9
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,ROMANIA,Title 42,7
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,TURKEY,Title 42,2
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,UKRAINE,Title 42,3
2023,FYTD,DEC,Northern Land Border,NY,Accompanied Minors,VENEZUELA,Title 42,2
2023,FYTD,DEC,Northern Land Border,NY,FMUA,BRAZIL,Title 8,17
2023,FYTD,DEC,Northern Land Border,NY,FMUA,CANADA,Title 8,142
2023,FYTD,DEC,Northern Land Border,NY,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,46
2023,FYTD,DEC,Northern Land Border,NY,FMUA,COLOMBIA,Title 8,30
2023,FYTD,DEC,Northern Land Border,NY,FMUA,CUBA,Title 8,14
2023,FYTD,DEC,Northern Land Border,NY,FMUA,ECUADOR,Title 8,4
2023,FYTD,DEC,Northern Land Border,NY,FMUA,HAITI,Title 8,16
2023,FYTD,DEC,Northern Land Border,NY,FMUA,INDIA,Title 8,158
2023,FYTD,DEC,Northern Land Border,NY,FMUA,MEXICO,Title 8,40
2023,FYTD,DEC,Northern Land Border,NY,FMUA,NICARAGUA,Title 8,3
2023,FYTD,DEC,Northern Land Border,NY,FMUA,OTHER,Title 8,454
2023,FYTD,DEC,Northern Land Border,NY,FMUA,PERU,Title 8,4
2023,FYTD,DEC,Northern Land Border,NY,FMUA,RUSSIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,NY,FMUA,TURKEY,Title 8,9
2023,FYTD,DEC,Northern Land Border,NY,FMUA,UKRAINE,Title 8,27
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,BRAZIL,Title 42,22
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,BRAZIL,Title 8,56
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,CANADA,Title 42,55
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,CANADA,Title 8,1188
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,66
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,227
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,COLOMBIA,Title 42,45
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,COLOMBIA,Title 8,43
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,CUBA,Title 42,40
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,CUBA,Title 8,30
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,ECUADOR,Title 42,4
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,ECUADOR,Title 8,12
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,EL SALVADOR,Title 8,7
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,GUATEMALA,Title 42,9
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,GUATEMALA,Title 8,16
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,HAITI,Title 42,8
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,HAITI,Title 8,8
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,HONDURAS,Title 42,2
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,HONDURAS,Title 8,5
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,INDIA,Title 42,658
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,INDIA,Title 8,742
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,MEXICO,Title 42,70
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,MEXICO,Title 8,248
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,NICARAGUA,Title 42,4
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,NICARAGUA,Title 8,6
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,OTHER,Title 42,774
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,OTHER,Title 8,1330
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,PERU,Title 42,5
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,PERU,Title 8,9
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,PHILIPPINES,Title 42,33
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,PHILIPPINES,Title 8,26
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,ROMANIA,Title 42,3
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,ROMANIA,Title 8,12
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,RUSSIA,Title 42,6
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,RUSSIA,Title 8,10
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,TURKEY,Title 42,17
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,TURKEY,Title 8,13
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,UKRAINE,Title 42,18
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,UKRAINE,Title 8,25
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,VENEZUELA,Title 42,5
2023,FYTD,DEC,Northern Land Border,NY,Single Adults,VENEZUELA,Title 8,13
2023,FYTD,DEC,Northern Land Border,NY,UAC,CANADA,Title 8,3
2023,FYTD,DEC,Northern Land Border,NY,UAC,MEXICO,Title 8,1
2023,FYTD,DEC,Northern Land Border,NY,UAC,OTHER,Title 8,10
2023,FYTD,DEC,Northern Land Border,OH,Single Adults,MEXICO,Title 8,3
2023,FYTD,DEC,Northern Land Border,PA,Single Adults,MEXICO,Title 8,2
2023,FYTD,DEC,Northern Land Border,VT,Accompanied Minors,OTHER,Title 8,1
2023,FYTD,DEC,Northern Land Border,VT,FMUA,BRAZIL,Title 8,9
2023,FYTD,DEC,Northern Land Border,VT,FMUA,CANADA,Title 8,35
2023,FYTD,DEC,Northern Land Border,VT,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,FYTD,DEC,Northern Land Border,VT,FMUA,COLOMBIA,Title 8,39
2023,FYTD,DEC,Northern Land Border,VT,FMUA,HAITI,Title 8,13
2023,FYTD,DEC,Northern Land Border,VT,FMUA,HONDURAS,Title 8,3
2023,FYTD,DEC,Northern Land Border,VT,FMUA,INDIA,Title 8,2
2023,FYTD,DEC,Northern Land Border,VT,FMUA,MEXICO,Title 42,2
2023,FYTD,DEC,Northern Land Border,VT,FMUA,MEXICO,Title 8,9
2023,FYTD,DEC,Northern Land Border,VT,FMUA,OTHER,Title 8,224
2023,FYTD,DEC,Northern Land Border,VT,FMUA,PERU,Title 8,7
2023,FYTD,DEC,Northern Land Border,VT,FMUA,PHILIPPINES,Title 8,13
2023,FYTD,DEC,Northern Land Border,VT,FMUA,ROMANIA,Title 8,14
2023,FYTD,DEC,Northern Land Border,VT,FMUA,RUSSIA,Title 8,2
2023,FYTD,DEC,Northern Land Border,VT,FMUA,TURKEY,Title 8,4
2023,FYTD,DEC,Northern Land Border,VT,FMUA,UKRAINE,Title 8,2
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,BRAZIL,Title 8,18
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,CANADA,Title 8,366
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,11
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,COLOMBIA,Title 8,22
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,CUBA,Title 8,6
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,ECUADOR,Title 8,5
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,GUATEMALA,Title 42,8
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,GUATEMALA,Title 8,3
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,HAITI,Title 8,30
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,HONDURAS,Title 8,2
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,INDIA,Title 8,47
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,MEXICO,Title 8,49
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,OTHER,Title 8,487
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,PERU,Title 8,4
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,PHILIPPINES,Title 8,22
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,ROMANIA,Title 8,6
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,TURKEY,Title 8,1
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,UKRAINE,Title 8,2
2023,FYTD,DEC,Northern Land Border,VT,Single Adults,VENEZUELA,Title 8,1
2023,FYTD,DEC,Northern Land Border,VT,UAC,OTHER,Title 8,1
2023,FYTD,DEC,Northern Land Border,WA,Accompanied Minors,CANADA,Title 8,2
2023,FYTD,DEC,Northern Land Border,WA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,8
2023,FYTD,DEC,Northern Land Border,WA,Accompanied Minors,INDIA,Title 8,2
2023,FYTD,DEC,Northern Land Border,WA,Accompanied Minors,OTHER,Title 8,9
2023,FYTD,DEC,Northern Land Border,WA,FMUA,CANADA,Title 8,5
2023,FYTD,DEC,Northern Land Border,WA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,27
2023,FYTD,DEC,Northern Land Border,WA,FMUA,COLOMBIA,Title 8,3
2023,FYTD,DEC,Northern Land Border,WA,FMUA,INDIA,Title 8,14
2023,FYTD,DEC,Northern Land Border,WA,FMUA,MEXICO,Title 8,6
2023,FYTD,DEC,Northern Land Border,WA,FMUA,OTHER,Title 8,142
2023,FYTD,DEC,Northern Land Border,WA,FMUA,PERU,Title 8,5
2023,FYTD,DEC,Northern Land Border,WA,FMUA,ROMANIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,WA,FMUA,RUSSIA,Title 8,1
2023,FYTD,DEC,Northern Land Border,WA,FMUA,UKRAINE,Title 8,4
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,BRAZIL,Title 8,2
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,CANADA,Title 42,1
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,CANADA,Title 8,336
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,167
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,COLOMBIA,Title 8,6
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,EL SALVADOR,Title 8,4
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,GUATEMALA,Title 8,4
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,INDIA,Title 8,73
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,MEXICO,Title 8,45
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,NICARAGUA,Title 8,1
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,OTHER,Title 8,442
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,PHILIPPINES,Title 8,7
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,ROMANIA,Title 8,3
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,TURKEY,Title 8,1
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,UKRAINE,Title 8,7
2023,FYTD,DEC,Northern Land Border,WA,Single Adults,VENEZUELA,Title 8,2
2023,FYTD,DEC,Northern Land Border,WA,UAC,CANADA,Title 8,1
2023,FYTD,DEC,Northern Land Border,WA,UAC,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,FYTD,DEC,Northern Land Border,WA,UAC,OTHER,Title 8,2
2023,FYTD,DEC,Northern Land Border,WA,UAC,PERU,Title 8,1
2023,FYTD,DEC,Other,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,DEC,Other,AK,Single Adults,INDIA,Title 8,25
2023,FYTD,DEC,Other,AK,Single Adults,OTHER,Title 8,6
2023,FYTD,DEC,Other,AK,Single Adults,PHILIPPINES,Title 8,36
2023,FYTD,DEC,Other,AK,Single Adults,RUSSIA,Title 8,9
2023,FYTD,DEC,Other,AK,Single Adults,UKRAINE,Title 8,2
2023,FYTD,DEC,Other,AL,Single Adults,INDIA,Title 8,9
2023,FYTD,DEC,Other,AL,Single Adults,OTHER,Title 8,6
2023,FYTD,DEC,Other,AL,Single Adults,PERU,Title 8,1
2023,FYTD,DEC,Other,AL,Single Adults,PHILIPPINES,Title 8,56
2023,FYTD,DEC,Other,AL,Single Adults,ROMANIA,Title 8,1
2023,FYTD,DEC,Other,AL,Single Adults,RUSSIA,Title 8,8
2023,FYTD,DEC,Other,AL,Single Adults,UKRAINE,Title 8,9
2023,FYTD,DEC,Other,AZ,FMUA,UKRAINE,Title 8,8
2023,FYTD,DEC,Other,AZ,Single Adults,CANADA,Title 8,1
2023,FYTD,DEC,Other,AZ,Single Adults,INDIA,Title 8,1
2023,FYTD,DEC,Other,AZ,Single Adults,MEXICO,Title 8,6
2023,FYTD,DEC,Other,AZ,Single Adults,UKRAINE,Title 8,3
2023,FYTD,DEC,Other,AZ,Single Adults,VENEZUELA,Title 8,6
2023,FYTD,DEC,Other,CA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,DEC,Other,CA,Accompanied Minors,OTHER,Title 8,9
2023,FYTD,DEC,Other,CA,Accompanied Minors,UKRAINE,Title 8,4
2023,FYTD,DEC,Other,CA,Accompanied Minors,VENEZUELA,Title 8,1
2023,FYTD,DEC,Other,CA,FMUA,BRAZIL,Title 8,7
2023,FYTD,DEC,Other,CA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,FYTD,DEC,Other,CA,FMUA,COLOMBIA,Title 8,1
2023,FYTD,DEC,Other,CA,FMUA,EL SALVADOR,Title 8,2
2023,FYTD,DEC,Other,CA,FMUA,GUATEMALA,Title 8,5
2023,FYTD,DEC,Other,CA,FMUA,MEXICO,Title 8,16
2023,FYTD,DEC,Other,CA,FMUA,OTHER,Title 8,105
2023,FYTD,DEC,Other,CA,FMUA,PERU,Title 8,2
2023,FYTD,DEC,Other,CA,FMUA,PHILIPPINES,Title 8,7
2023,FYTD,DEC,Other,CA,FMUA,RUSSIA,Title 8,20
2023,FYTD,DEC,Other,CA,FMUA,TURKEY,Title 8,1
2023,FYTD,DEC,Other,CA,FMUA,UKRAINE,Title 8,776
2023,FYTD,DEC,Other,CA,FMUA,VENEZUELA,Title 8,58
2023,FYTD,DEC,Other,CA,Single Adults,BRAZIL,Title 8,10
2023,FYTD,DEC,Other,CA,Single Adults,CANADA,Title 8,4
2023,FYTD,DEC,Other,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,158
2023,FYTD,DEC,Other,CA,Single Adults,COLOMBIA,Title 8,29
2023,FYTD,DEC,Other,CA,Single Adults,ECUADOR,Title 8,3
2023,FYTD,DEC,Other,CA,Single Adults,EL SALVADOR,Title 8,11
2023,FYTD,DEC,Other,CA,Single Adults,GUATEMALA,Title 8,29
2023,FYTD,DEC,Other,CA,Single Adults,HONDURAS,Title 8,1
2023,FYTD,DEC,Other,CA,Single Adults,INDIA,Title 8,317
2023,FYTD,DEC,Other,CA,Single Adults,MEXICO,Title 8,133
2023,FYTD,DEC,Other,CA,Single Adults,MYANMAR (BURMA),Title 8,35
2023,FYTD,DEC,Other,CA,Single Adults,NICARAGUA,Title 8,25
2023,FYTD,DEC,Other,CA,Single Adults,OTHER,Title 8,687
2023,FYTD,DEC,Other,CA,Single Adults,PERU,Title 8,16
2023,FYTD,DEC,Other,CA,Single Adults,PHILIPPINES,Title 8,502
