Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2023,Remaining,MAY,Northern Land Border,NY,UAC,CANADA,Title 8,2
2023,Remaining,MAY,Northern Land Border,NY,UAC,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,Remaining,MAY,Northern Land Border,NY,UAC,ECUADOR,Title 8,1
2023,Remaining,MAY,Northern Land Border,NY,UAC,INDIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,NY,UAC,OTHER,Title 8,5
2023,Remaining,MAY,Northern Land Border,NY,UAC,RUSSIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,OH,Single Adults,EL SALVADOR,Title 8,3
2023,Remaining,MAY,Northern Land Border,OH,Single Adults,GUATEMALA,Title 8,7
2023,Remaining,MAY,Northern Land Border,OH,Single Adults,HONDURAS,Title 8,8
2023,Remaining,MAY,Northern Land Border,OH,Single Adults,MEXICO,Title 8,14
2023,Remaining,MAY,Northern Land Border,OH,Single Adults,NICARAGUA,Title 8,1
2023,Remaining,MAY,Northern Land Border,PA,Single Adults,MEXICO,Title 8,3
2023,Remaining,MAY,Northern Land Border,PA,UAC,MEXICO,Title 8,1
2023,Remaining,MAY,Northern Land Border,VT,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,Remaining,MAY,Northern Land Border,VT,Accompanied Minors,OTHER,Title 8,3
2023,Remaining,MAY,Northern Land Border,VT,Accompanied Minors,RUSSIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,VT,FMUA,BRAZIL,Title 8,26
2023,Remaining,MAY,Northern Land Border,VT,FMUA,CANADA,Title 8,20
2023,Remaining,MAY,Northern Land Border,VT,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,8
2023,Remaining,MAY,Northern Land Border,VT,FMUA,COLOMBIA,Title 8,34
2023,Remaining,MAY,Northern Land Border,VT,FMUA,HAITI,Title 8,2
2023,Remaining,MAY,Northern Land Border,VT,FMUA,INDIA,Title 8,12
2023,Remaining,MAY,Northern Land Border,VT,FMUA,MEXICO,Title 8,27
2023,Remaining,MAY,Northern Land Border,VT,FMUA,OTHER,Title 8,291
2023,Remaining,MAY,Northern Land Border,VT,FMUA,PHILIPPINES,Title 8,4
2023,Remaining,MAY,Northern Land Border,VT,FMUA,ROMANIA,Title 8,7
2023,Remaining,MAY,Northern Land Border,VT,FMUA,TURKEY,Title 8,14
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,BRAZIL,Title 8,39
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,CANADA,Title 8,188
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,16
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,COLOMBIA,Title 8,37
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,CUBA,Title 8,1
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,ECUADOR,Title 8,2
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,GUATEMALA,Title 8,5
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,HAITI,Title 8,12
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,INDIA,Title 8,70
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,MEXICO,Title 8,89
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,OTHER,Title 8,667
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,PERU,Title 8,4
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,PHILIPPINES,Title 8,28
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,ROMANIA,Title 8,17
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,RUSSIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,TURKEY,Title 8,8
2023,Remaining,MAY,Northern Land Border,VT,Single Adults,UKRAINE,Title 8,2
2023,Remaining,MAY,Northern Land Border,VT,UAC,COLOMBIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,VT,UAC,OTHER,Title 8,3
2023,Remaining,MAY,Northern Land Border,WA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,Remaining,MAY,Northern Land Border,WA,Accompanied Minors,INDIA,Title 8,3
2023,Remaining,MAY,Northern Land Border,WA,Accompanied Minors,OTHER,Title 8,13
2023,Remaining,MAY,Northern Land Border,WA,FMUA,BRAZIL,Title 8,4
2023,Remaining,MAY,Northern Land Border,WA,FMUA,CANADA,Title 8,12
2023,Remaining,MAY,Northern Land Border,WA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,49
2023,Remaining,MAY,Northern Land Border,WA,FMUA,COLOMBIA,Title 8,4
2023,Remaining,MAY,Northern Land Border,WA,FMUA,HAITI,Title 8,1
2023,Remaining,MAY,Northern Land Border,WA,FMUA,INDIA,Title 8,103
2023,Remaining,MAY,Northern Land Border,WA,FMUA,MEXICO,Title 8,20
2023,Remaining,MAY,Northern Land Border,WA,FMUA,OTHER,Title 8,195
2023,Remaining,MAY,Northern Land Border,WA,FMUA,PHILIPPINES,Title 8,13
2023,Remaining,MAY,Northern Land Border,WA,FMUA,ROMANIA,Title 8,3
2023,Remaining,MAY,Northern Land Border,WA,FMUA,TURKEY,Title 8,2
2023,Remaining,MAY,Northern Land Border,WA,FMUA,UKRAINE,Title 8,6
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,BRAZIL,Title 8,12
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,CANADA,Title 42,2
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,CANADA,Title 8,439
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,265
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,COLOMBIA,Title 8,6
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,CUBA,Title 8,1
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,GUATEMALA,Title 8,4
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,HONDURAS,Title 8,3
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,INDIA,Title 8,473
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,MEXICO,Title 8,127
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,MYANMAR (BURMA),Title 8,2
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,NICARAGUA,Title 8,2
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,OTHER,Title 8,765
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,PERU,Title 8,3
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,PHILIPPINES,Title 8,61
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,ROMANIA,Title 8,16
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,RUSSIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,TURKEY,Title 8,10
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,UKRAINE,Title 8,14
2023,Remaining,MAY,Northern Land Border,WA,Single Adults,VENEZUELA,Title 8,3
2023,Remaining,MAY,Northern Land Border,WA,UAC,HAITI,Title 8,1
2023,Remaining,MAY,Northern Land Border,WA,UAC,INDIA,Title 8,1
2023,Remaining,MAY,Northern Land Border,WA,UAC,OTHER,Title 8,4
2023,Remaining,MAY,Other,AK,FMUA,UKRAINE,Title 8,5
2023,Remaining,MAY,Other,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,Remaining,MAY,Other,AK,Single Adults,HONDURAS,Title 8,1
2023,Remaining,MAY,Other,AK,Single Adults,INDIA,Title 8,32
2023,Remaining,MAY,Other,AK,Single Adults,MYANMAR (BURMA),Title 8,28
2023,Remaining,MAY,Other,AK,Single Adults,OTHER,Title 8,78
2023,Remaining,MAY,Other,AK,Single Adults,PHILIPPINES,Title 8,60
2023,Remaining,MAY,Other,AK,Single Adults,RUSSIA,Title 8,36
2023,Remaining,MAY,Other,AK,Single Adults,TURKEY,Title 8,2
2023,Remaining,MAY,Other,AK,Single Adults,UKRAINE,Title 8,13
2023,Remaining,MAY,Other,AL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,Remaining,MAY,Other,AL,Single Adults,HONDURAS,Title 8,1
2023,Remaining,MAY,Other,AL,Single Adults,INDIA,Title 8,1
2023,Remaining,MAY,Other,AL,Single Adults,PHILIPPINES,Title 8,5
2023,Remaining,MAY,Other,AL,Single Adults,RUSSIA,Title 8,12
2023,Remaining,MAY,Other,AL,Single Adults,UKRAINE,Title 8,9
2023,Remaining,MAY,Other,AZ,FMUA,UKRAINE,Title 8,5
2023,Remaining,MAY,Other,AZ,Single Adults,CUBA,Title 8,11
2023,Remaining,MAY,Other,AZ,Single Adults,INDIA,Title 8,1
2023,Remaining,MAY,Other,AZ,Single Adults,MEXICO,Title 8,6
2023,Remaining,MAY,Other,AZ,Single Adults,OTHER,Title 8,1
2023,Remaining,MAY,Other,AZ,Single Adults,UKRAINE,Title 8,10
2023,Remaining,MAY,Other,CA,Accompanied Minors,NICARAGUA,Title 8,4
2023,Remaining,MAY,Other,CA,Accompanied Minors,PERU,Title 8,1
2023,Remaining,MAY,Other,CA,Accompanied Minors,UKRAINE,Title 8,5
2023,Remaining,MAY,Other,CA,FMUA,NICARAGUA,Title 8,320
2023,Remaining,MAY,Other,CA,FMUA,OTHER,Title 8,14
2023,Remaining,MAY,Other,CA,FMUA,PHILIPPINES,Title 8,3
2023,Remaining,MAY,Other,CA,FMUA,RUSSIA,Title 8,1
2023,Remaining,MAY,Other,CA,FMUA,TURKEY,Title 8,3
2023,Remaining,MAY,Other,CA,FMUA,UKRAINE,Title 8,389
2023,Remaining,MAY,Other,CA,FMUA,VENEZUELA,Title 8,31
2023,Remaining,MAY,Other,CA,Single Adults,BRAZIL,Title 8,12
2023,Remaining,MAY,Other,CA,Single Adults,CANADA,Title 8,15
2023,Remaining,MAY,Other,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,245
2023,Remaining,MAY,Other,CA,Single Adults,COLOMBIA,Title 8,22
2023,Remaining,MAY,Other,CA,Single Adults,CUBA,Title 8,8
2023,Remaining,MAY,Other,CA,Single Adults,ECUADOR,Title 8,3
2023,Remaining,MAY,Other,CA,Single Adults,EL SALVADOR,Title 8,8
2023,Remaining,MAY,Other,CA,Single Adults,GUATEMALA,Title 8,6
2023,Remaining,MAY,Other,CA,Single Adults,HAITI,Title 8,3
2023,Remaining,MAY,Other,CA,Single Adults,HONDURAS,Title 8,3
2023,Remaining,MAY,Other,CA,Single Adults,INDIA,Title 8,183
2023,Remaining,MAY,Other,CA,Single Adults,MEXICO,Title 8,117
2023,Remaining,MAY,Other,CA,Single Adults,MYANMAR (BURMA),Title 8,32
2023,Remaining,MAY,Other,CA,Single Adults,NICARAGUA,Title 8,701
2023,Remaining,MAY,Other,CA,Single Adults,OTHER,Title 8,533
2023,Remaining,MAY,Other,CA,Single Adults,PERU,Title 8,5
2023,Remaining,MAY,Other,CA,Single Adults,PHILIPPINES,Title 8,407
2023,Remaining,MAY,Other,CA,Single Adults,ROMANIA,Title 8,8
2023,Remaining,MAY,Other,CA,Single Adults,RUSSIA,Title 8,34
2023,Remaining,MAY,Other,CA,Single Adults,TURKEY,Title 8,4
2023,Remaining,MAY,Other,CA,Single Adults,UKRAINE,Title 8,409
2023,Remaining,MAY,Other,CA,Single Adults,VENEZUELA,Title 8,48
2023,Remaining,MAY,Other,CO,FMUA,CUBA,Title 8,3
2023,Remaining,MAY,Other,CO,FMUA,UKRAINE,Title 8,18
2023,Remaining,MAY,Other,CO,FMUA,VENEZUELA,Title 8,7
2023,Remaining,MAY,Other,CO,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,Remaining,MAY,Other,CO,Single Adults,COLOMBIA,Title 8,2
2023,Remaining,MAY,Other,CO,Single Adults,CUBA,Title 8,6
2023,Remaining,MAY,Other,CO,Single Adults,MEXICO,Title 8,13
2023,Remaining,MAY,Other,CO,Single Adults,NICARAGUA,Title 8,2
2023,Remaining,MAY,Other,CO,Single Adults,OTHER,Title 8,16
2023,Remaining,MAY,Other,CO,Single Adults,ROMANIA,Title 8,1
2023,Remaining,MAY,Other,CO,Single Adults,UKRAINE,Title 8,36
2023,Remaining,MAY,Other,CO,Single Adults,VENEZUELA,Title 8,8
2023,Remaining,MAY,Other,CT,Single Adults,CANADA,Title 8,2
2023,Remaining,MAY,Other,CT,Single Adults,INDIA,Title 8,5
2023,Remaining,MAY,Other,CT,Single Adults,OTHER,Title 8,10
2023,Remaining,MAY,Other,CT,Single Adults,RUSSIA,Title 8,40
2023,Remaining,MAY,Other,DC,Accompanied Minors,HAITI,Title 8,4
2023,Remaining,MAY,Other,DC,FMUA,CANADA,Title 8,2
2023,Remaining,MAY,Other,DC,FMUA,CUBA,Title 8,4
2023,Remaining,MAY,Other,DC,FMUA,HAITI,Title 8,6
2023,Remaining,MAY,Other,DC,FMUA,MEXICO,Title 8,2
2023,Remaining,MAY,Other,DC,FMUA,OTHER,Title 8,10
2023,Remaining,MAY,Other,DC,FMUA,RUSSIA,Title 8,2
2023,Remaining,MAY,Other,DC,FMUA,UKRAINE,Title 8,83
2023,Remaining,MAY,Other,DC,Single Adults,BRAZIL,Title 8,3
2023,Remaining,MAY,Other,DC,Single Adults,CANADA,Title 8,598
2023,Remaining,MAY,Other,DC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,Remaining,MAY,Other,DC,Single Adults,CUBA,Title 8,2
2023,Remaining,MAY,Other,DC,Single Adults,HAITI,Title 8,48
2023,Remaining,MAY,Other,DC,Single Adults,INDIA,Title 8,18
2023,Remaining,MAY,Other,DC,Single Adults,MEXICO,Title 8,6
2023,Remaining,MAY,Other,DC,Single Adults,OTHER,Title 8,159
2023,Remaining,MAY,Other,DC,Single Adults,PERU,Title 8,1
2023,Remaining,MAY,Other,DC,Single Adults,PHILIPPINES,Title 8,5
2023,Remaining,MAY,Other,DC,Single Adults,UKRAINE,Title 8,153
2023,Remaining,MAY,Other,DC,Single Adults,VENEZUELA,Title 8,3
2023,Remaining,MAY,Other,DC,UAC,CANADA,Title 8,3
2023,Remaining,MAY,Other,DE,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,Remaining,MAY,Other,DE,Single Adults,INDIA,Title 8,12
2023,Remaining,MAY,Other,DE,Single Adults,MYANMAR (BURMA),Title 8,1
2023,Remaining,MAY,Other,DE,Single Adults,OTHER,Title 8,43
2023,Remaining,MAY,Other,DE,Single Adults,PHILIPPINES,Title 8,24
2023,Remaining,MAY,Other,DE,Single Adults,RUSSIA,Title 8,13
2023,Remaining,MAY,Other,DE,Single Adults,UKRAINE,Title 8,7
2023,Remaining,MAY,Other,FL,Accompanied Minors,COLOMBIA,Title 8,2
2023,Remaining,MAY,Other,FL,Accompanied Minors,CUBA,Title 8,16
2023,Remaining,MAY,Other,FL,Accompanied Minors,GUATEMALA,Title 8,1
2023,Remaining,MAY,Other,FL,Accompanied Minors,HAITI,Title 8,148
2023,Remaining,MAY,Other,FL,Accompanied Minors,HONDURAS,Title 8,1
2023,Remaining,MAY,Other,FL,Accompanied Minors,NICARAGUA,Title 8,20
2023,Remaining,MAY,Other,FL,Accompanied Minors,OTHER,Title 8,1
2023,Remaining,MAY,Other,FL,Accompanied Minors,VENEZUELA,Title 8,25
2023,Remaining,MAY,Other,FL,FMUA,BRAZIL,Title 8,11
2023,Remaining,MAY,Other,FL,FMUA,CANADA,Title 8,1
2023,Remaining,MAY,Other,FL,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,Remaining,MAY,Other,FL,FMUA,COLOMBIA,Title 8,37
2023,Remaining,MAY,Other,FL,FMUA,CUBA,Title 8,2518
2023,Remaining,MAY,Other,FL,FMUA,ECUADOR,Title 8,4
2023,Remaining,MAY,Other,FL,FMUA,EL SALVADOR,Title 8,2
2023,Remaining,MAY,Other,FL,FMUA,HAITI,Title 8,1982
2023,Remaining,MAY,Other,FL,FMUA,HONDURAS,Title 8,1
2023,Remaining,MAY,Other,FL,FMUA,INDIA,Title 8,1
2023,Remaining,MAY,Other,FL,FMUA,NICARAGUA,Title 8,1296
2023,Remaining,MAY,Other,FL,FMUA,OTHER,Title 8,39
2023,Remaining,MAY,Other,FL,FMUA,PERU,Title 8,18
2023,Remaining,MAY,Other,FL,FMUA,RUSSIA,Title 8,2
2023,Remaining,MAY,Other,FL,FMUA,UKRAINE,Title 8,215
2023,Remaining,MAY,Other,FL,FMUA,VENEZUELA,Title 8,1997
2023,Remaining,MAY,Other,FL,Single Adults,BRAZIL,Title 8,44
2023,Remaining,MAY,Other,FL,Single Adults,CANADA,Title 8,7
2023,Remaining,MAY,Other,FL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,36
2023,Remaining,MAY,Other,FL,Single Adults,COLOMBIA,Title 8,124
2023,Remaining,MAY,Other,FL,Single Adults,CUBA,Title 8,3438
2023,Remaining,MAY,Other,FL,Single Adults,ECUADOR,Title 8,9
2023,Remaining,MAY,Other,FL,Single Adults,EL SALVADOR,Title 8,9
2023,Remaining,MAY,Other,FL,Single Adults,GUATEMALA,Title 8,29
2023,Remaining,MAY,Other,FL,Single Adults,HAITI,Title 8,7726
2023,Remaining,MAY,Other,FL,Single Adults,HONDURAS,Title 8,29
2023,Remaining,MAY,Other,FL,Single Adults,INDIA,Title 8,238
2023,Remaining,MAY,Other,FL,Single Adults,MEXICO,Title 8,51
2023,Remaining,MAY,Other,FL,Single Adults,MYANMAR (BURMA),Title 8,28
2023,Remaining,MAY,Other,FL,Single Adults,NICARAGUA,Title 8,2530
2023,Remaining,MAY,Other,FL,Single Adults,OTHER,Title 8,912
2023,Remaining,MAY,Other,FL,Single Adults,PERU,Title 8,35
2023,Remaining,MAY,Other,FL,Single Adults,PHILIPPINES,Title 8,264
2023,Remaining,MAY,Other,FL,Single Adults,ROMANIA,Title 8,2
2023,Remaining,MAY,Other,FL,Single Adults,RUSSIA,Title 8,92
2023,Remaining,MAY,Other,FL,Single Adults,TURKEY,Title 8,6
2023,Remaining,MAY,Other,FL,Single Adults,UKRAINE,Title 8,323
2023,Remaining,MAY,Other,FL,Single Adults,VENEZUELA,Title 8,2562
2023,Remaining,MAY,Other,FL,UAC,CUBA,Title 8,2
2023,Remaining,MAY,Other,FL,UAC,HAITI,Title 8,6
2023,Remaining,MAY,Other,FL,UAC,HONDURAS,Title 8,1
2023,Remaining,MAY,Other,FL,UAC,MEXICO,Title 8,2
2023,Remaining,MAY,Other,GA,Accompanied Minors,UKRAINE,Title 8,1
2023,Remaining,MAY,Other,GA,FMUA,CUBA,Title 8,11
2023,Remaining,MAY,Other,GA,FMUA,HAITI,Title 8,7
2023,Remaining,MAY,Other,GA,FMUA,HONDURAS,Title 8,2
2023,Remaining,MAY,Other,GA,FMUA,NICARAGUA,Title 8,3
2023,Remaining,MAY,Other,GA,FMUA,OTHER,Title 8,2
2023,Remaining,MAY,Other,GA,FMUA,UKRAINE,Title 8,90
2023,Remaining,MAY,Other,GA,FMUA,VENEZUELA,Title 8,26
2023,Remaining,MAY,Other,GA,Single Adults,BRAZIL,Title 8,4
2023,Remaining,MAY,Other,GA,Single Adults,CANADA,Title 8,1
2023,Remaining,MAY,Other,GA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,Remaining,MAY,Other,GA,Single Adults,COLOMBIA,Title 8,17
2023,Remaining,MAY,Other,GA,Single Adults,CUBA,Title 8,46
2023,Remaining,MAY,Other,GA,Single Adults,ECUADOR,Title 8,3
2023,Remaining,MAY,Other,GA,Single Adults,EL SALVADOR,Title 8,4
2023,Remaining,MAY,Other,GA,Single Adults,GUATEMALA,Title 8,9
2023,Remaining,MAY,Other,GA,Single Adults,HAITI,Title 8,34
2023,Remaining,MAY,Other,GA,Single Adults,HONDURAS,Title 8,1
2023,Remaining,MAY,Other,GA,Single Adults,INDIA,Title 8,24
2023,Remaining,MAY,Other,GA,Single Adults,MEXICO,Title 8,29
2023,Remaining,MAY,Other,GA,Single Adults,MYANMAR (BURMA),Title 8,9
2023,Remaining,MAY,Other,GA,Single Adults,NICARAGUA,Title 8,10
2023,Remaining,MAY,Other,GA,Single Adults,OTHER,Title 8,79
2023,Remaining,MAY,Other,GA,Single Adults,PERU,Title 8,5
2023,Remaining,MAY,Other,GA,Single Adults,PHILIPPINES,Title 8,99
2023,Remaining,MAY,Other,GA,Single Adults,ROMANIA,Title 8,11
2023,Remaining,MAY,Other,GA,Single Adults,RUSSIA,Title 8,15
2023,Remaining,MAY,Other,GA,Single Adults,TURKEY,Title 8,20
2023,Remaining,MAY,Other,GA,Single Adults,UKRAINE,Title 8,92
2023,Remaining,MAY,Other,GA,Single Adults,VENEZUELA,Title 8,54
2023,Remaining,MAY,Other,GU,Single Adults,CANADA,Title 8,1
2023,Remaining,MAY,Other,GU,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,6
2023,Remaining,MAY,Other,GU,Single Adults,INDIA,Title 8,9
2023,Remaining,MAY,Other,GU,Single Adults,MYANMAR (BURMA),Title 8,22
2023,Remaining,MAY,Other,GU,Single Adults,OTHER,Title 8,46
2023,Remaining,MAY,Other,GU,Single Adults,PHILIPPINES,Title 8,32
2023,Remaining,MAY,Other,GU,Single Adults,RUSSIA,Title 8,6
2023,Remaining,MAY,Other,GU,Single Adults,TURKEY,Title 8,4
2023,Remaining,MAY,Other,HI,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,Remaining,MAY,Other,HI,FMUA,UKRAINE,Title 8,2
2023,Remaining,MAY,Other,HI,Single Adults,CANADA,Title 8,2
2023,Remaining,MAY,Other,HI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,29
2023,Remaining,MAY,Other,HI,Single Adults,COLOMBIA,Title 8,1
2023,Remaining,MAY,Other,HI,Single Adults,INDIA,Title 8,3
2023,Remaining,MAY,Other,HI,Single Adults,MYANMAR (BURMA),Title 8,2
2023,Remaining,MAY,Other,HI,Single Adults,OTHER,Title 8,122
2023,Remaining,MAY,Other,HI,Single Adults,PHILIPPINES,Title 8,68
2023,Remaining,MAY,Other,HI,Single Adults,ROMANIA,Title 8,1
2023,Remaining,MAY,Other,HI,Single Adults,UKRAINE,Title 8,3
2023,Remaining,MAY,Other,IL,Accompanied Minors,UKRAINE,Title 8,4
2023,Remaining,MAY,Other,IL,FMUA,BRAZIL,Title 8,2
2023,Remaining,MAY,Other,IL,FMUA,INDIA,Title 8,8
2023,Remaining,MAY,Other,IL,FMUA,MEXICO,Title 8,2
2023,Remaining,MAY,Other,IL,FMUA,NICARAGUA,Title 8,7
2023,Remaining,MAY,Other,IL,FMUA,OTHER,Title 8,7
2023,Remaining,MAY,Other,IL,FMUA,RUSSIA,Title 8,3
2023,Remaining,MAY,Other,IL,FMUA,TURKEY,Title 8,1
2023,Remaining,MAY,Other,IL,FMUA,UKRAINE,Title 8,516
2023,Remaining,MAY,Other,IL,FMUA,VENEZUELA,Title 8,19
2023,Remaining,MAY,Other,IL,Single Adults,BRAZIL,Title 8,20
2023,Remaining,MAY,Other,IL,Single Adults,CANADA,Title 8,3
2023,Remaining,MAY,Other,IL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,Remaining,MAY,Other,IL,Single Adults,COLOMBIA,Title 8,11
2023,Remaining,MAY,Other,IL,Single Adults,CUBA,Title 8,2
2023,Remaining,MAY,Other,IL,Single Adults,HAITI,Title 8,9
2023,Remaining,MAY,Other,IL,Single Adults,INDIA,Title 8,25
2023,Remaining,MAY,Other,IL,Single Adults,MEXICO,Title 8,110
2023,Remaining,MAY,Other,IL,Single Adults,NICARAGUA,Title 8,18
2023,Remaining,MAY,Other,IL,Single Adults,OTHER,Title 8,136
2023,Remaining,MAY,Other,IL,Single Adults,PHILIPPINES,Title 8,7
2023,Remaining,MAY,Other,IL,Single Adults,TURKEY,Title 8,3
2023,Remaining,MAY,Other,IL,Single Adults,UKRAINE,Title 8,689
2023,Remaining,MAY,Other,IL,Single Adults,VENEZUELA,Title 8,22
2023,Remaining,MAY,Other,KY,FMUA,UKRAINE,Title 8,26
2023,Remaining,MAY,Other,KY,Single Adults,UKRAINE,Title 8,7
2023,Remaining,MAY,Other,LA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,45
2023,Remaining,MAY,Other,LA,Single Adults,COLOMBIA,Title 8,2
2023,Remaining,MAY,Other,LA,Single Adults,EL SALVADOR,Title 8,1
2023,Remaining,MAY,Other,LA,Single Adults,GUATEMALA,Title 8,4
2023,Remaining,MAY,Other,LA,Single Adults,HONDURAS,Title 8,2
2023,Remaining,MAY,Other,LA,Single Adults,INDIA,Title 8,78
2023,Remaining,MAY,Other,LA,Single Adults,MEXICO,Title 8,33
2023,Remaining,MAY,Other,LA,Single Adults,MYANMAR (BURMA),Title 8,43
2023,Remaining,MAY,Other,LA,Single Adults,NICARAGUA,Title 8,2
2023,Remaining,MAY,Other,LA,Single Adults,OTHER,Title 8,61
2023,Remaining,MAY,Other,LA,Single Adults,PERU,Title 8,29
2023,Remaining,MAY,Other,LA,Single Adults,PHILIPPINES,Title 8,269
2023,Remaining,MAY,Other,LA,Single Adults,ROMANIA,Title 8,3
2023,Remaining,MAY,Other,LA,Single Adults,RUSSIA,Title 8,91
2023,Remaining,MAY,Other,LA,Single Adults,TURKEY,Title 8,19
2023,Remaining,MAY,Other,LA,Single Adults,UKRAINE,Title 8,36
2023,Remaining,MAY,Other,MA,FMUA,ECUADOR,Title 8,2
2023,Remaining,MAY,Other,MA,FMUA,HAITI,Title 8,11
2023,Remaining,MAY,Other,MA,FMUA,OTHER,Title 8,3
2023,Remaining,MAY,Other,MA,FMUA,UKRAINE,Title 8,52
2023,Remaining,MAY,Other,MA,FMUA,VENEZUELA,Title 8,21
2023,Remaining,MAY,Other,MA,Single Adults,BRAZIL,Title 8,23
2023,Remaining,MAY,Other,MA,Single Adults,CANADA,Title 8,5
2023,Remaining,MAY,Other,MA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,Remaining,MAY,Other,MA,Single Adults,COLOMBIA,Title 8,9
2023,Remaining,MAY,Other,MA,Single Adults,CUBA,Title 8,2
2023,Remaining,MAY,Other,MA,Single Adults,HAITI,Title 8,110
2023,Remaining,MAY,Other,MA,Single Adults,INDIA,Title 8,16
2023,Remaining,MAY,Other,MA,Single Adults,MEXICO,Title 8,1
2023,Remaining,MAY,Other,MA,Single Adults,NICARAGUA,Title 8,2
2023,Remaining,MAY,Other,MA,Single Adults,OTHER,Title 8,97
2023,Remaining,MAY,Other,MA,Single Adults,PHILIPPINES,Title 8,1
2023,Remaining,MAY,Other,MA,Single Adults,RUSSIA,Title 8,1
2023,Remaining,MAY,Other,MA,Single Adults,TURKEY,Title 8,7
2023,Remaining,MAY,Other,MA,Single Adults,UKRAINE,Title 8,47
2023,Remaining,MAY,Other,MA,Single Adults,VENEZUELA,Title 8,14
2023,Remaining,MAY,Other,MD,FMUA,UKRAINE,Title 8,12
2023,Remaining,MAY,Other,MD,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,49
2023,Remaining,MAY,Other,MD,Single Adults,HAITI,Title 8,1
2023,Remaining,MAY,Other,MD,Single Adults,INDIA,Title 8,44
2023,Remaining,MAY,Other,MD,Single Adults,MYANMAR (BURMA),Title 8,8
2023,Remaining,MAY,Other,MD,Single Adults,OTHER,Title 8,57
2023,Remaining,MAY,Other,MD,Single Adults,PHILIPPINES,Title 8,187
2023,Remaining,MAY,Other,MD,Single Adults,ROMANIA,Title 8,3
